,POI_category_name,POI_category_ID,POI_yelp_id,POI_alias,POI_name,POI_image_url,POI_is_closed,POI_url,POI_review_count,POI_rating,POI_price,POI_phone,POI_display_phone
120,Bar,13003,H_nxL40HT6QKgmRxLBGsxQ,the-morrissey-pub-vancouver,The Morrissey Pub,https://s3-media2.fl.yelpcdn.com/bphoto/DgJ2AYaW46x8GdXmWWz5VQ/o.jpg,False,https://www.yelp.com/biz/the-morrissey-pub-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,171,3.5,$$,16046820909.0,+1 604-682-0909
122,Bar,13003,THoWmZMK4woBscg1jP8k_g,twelvewest-vancouver,Twelvewest,https://s3-media1.fl.yelpcdn.com/bphoto/WCyi1ONOKcJLkiTRC6xHlw/o.jpg,False,https://www.yelp.com/biz/twelvewest-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,47,2.0,$$$,16046536335.0,+1 604-653-6335
123,Bar,13003,_tr_pU6BJTQAMq_O3y-8kA,the-yale-saloon-vancouver,The Yale Saloon,https://s3-media3.fl.yelpcdn.com/bphoto/vs5ieztHu6nfNJOOPsGovQ/o.jpg,False,https://www.yelp.com/biz/the-yale-saloon-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,62,3.0,$$,16044289253.0,+1 604-428-9253
126,Bar,13003,OwnL0H6dbTw9oSn5SznliA,cold-tea-restaurant-vancouver,Cold Tea Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/1LCBvp9jUc_606Pc_dMmlw/o.jpg,False,https://www.yelp.com/biz/cold-tea-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,42,3.5,,16044232653.0,+1 604-423-2653
129,Bar,13003,pdpIttgbYMkQ22_sjcaXLw,the-refinery-vancouver-2,The Refinery,https://s3-media1.fl.yelpcdn.com/bphoto/mpwYj5IHmz00FuFPkKx01Q/o.jpg,False,https://www.yelp.com/biz/the-refinery-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,155,4.0,$$,16046878001.0,+1 604-687-8001
132,Bar,13003,8JZ0c6hYsmzr4d-89hEuwQ,the-pawn-shop-yvr-vancouver-2,The Pawn Shop YVR,https://s3-media3.fl.yelpcdn.com/bphoto/5HhFbcxSA8mdWqP8kPtIeQ/o.jpg,False,https://www.yelp.com/biz/the-pawn-shop-yvr-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,145,4.0,$$,16046877474.0,+1 604-687-7474
135,Bar,13003,vdQbDQHPq_nA30ngxEgMJg,tutto-vancouver,Tutto,https://s3-media3.fl.yelpcdn.com/bphoto/JNSvefZJmAiRVZNus3_hrg/o.jpg,False,https://www.yelp.com/biz/tutto-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,49,4.5,$$$,16046338868.0,+1 604-633-8868
137,Bar,13003,iPv2Cbjf6S3LPeRZ0Hk6bQ,the-heaven-vancouver,The Heaven,https://s3-media3.fl.yelpcdn.com/bphoto/E1EvOPpoaI4tFRQ69hQsdA/o.jpg,False,https://www.yelp.com/biz/the-heaven-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,7,3.5,,,
139,Bar,13003,Px5FKULmnjelatrwPxNlzw,the-beaver-vancouver-2,The Beaver,https://s3-media4.fl.yelpcdn.com/bphoto/4SyJy_cFumGh0WSl8XWDNw/o.jpg,False,https://www.yelp.com/biz/the-beaver-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,19,3.5,$,18779726378.0,+1 877-972-6378
141,Bar,13003,-tkJ6OjNGEHyIVF2WNjT4Q,unwind-holiday-inn-vancouver,Unwind @ Holiday Inn,https://s3-media4.fl.yelpcdn.com/bphoto/rRi_Rn6OyM89AtRcomrD2A/o.jpg,False,https://www.yelp.com/biz/unwind-holiday-inn-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,7,3.0,$$,18006639151.0,+1 800-663-9151
143,Bar,13003,aOu2OyKll22NW12_Uj7JXw,the-living-room-vancouver-2,The Living Room,https://s3-media2.fl.yelpcdn.com/bphoto/Rm4sTeQUvtgkk-Np4mnKDg/o.jpg,False,https://www.yelp.com/biz/the-living-room-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,28,3.5,,,
146,Bar,13003,D3wQ4ktSp-DEuMYRq38f_w,the-dime-granville-vancouver,The Dime Granville,https://s3-media2.fl.yelpcdn.com/bphoto/nP5JWxDGj27GSBmrChjBjw/o.jpg,False,https://www.yelp.com/biz/the-dime-granville-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,22,3.5,$,16046699463.0,+1 604-669-9463
149,Bar,13003,Yqp6VvqXT-1n1uIog0TiSQ,red-card-sports-bar-eatery-vancouver,Red Card Sports Bar + Eatery,https://s3-media3.fl.yelpcdn.com/bphoto/B3mYZO8ail2bIrK3nkyPRw/o.jpg,False,https://www.yelp.com/biz/red-card-sports-bar-eatery-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,112,3.0,$$,16046894460.0,+1 604-689-4460
152,Bar,13003,7tG5HXPSwk98q0Cc_ICicQ,uva-wine-and-cocktail-bar-vancouver,Uva Wine & Cocktail Bar,https://s3-media4.fl.yelpcdn.com/bphoto/j21-rxkJGRBOOuWpL0aYBw/o.jpg,False,https://www.yelp.com/biz/uva-wine-and-cocktail-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,203,4.0,$$,16046329560.0,+1 604-632-9560
155,Bar,13003,AdNXXwDqkVmVxA74cIFN2g,el-furniture-warehouse-granville-vancouver,El Furniture Warehouse - Granville,https://s3-media4.fl.yelpcdn.com/bphoto/9M82ObhRHS9nFDcz7lEIZQ/o.jpg,False,https://www.yelp.com/biz/el-furniture-warehouse-granville-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,267,3.0,$,16046778080.0,+1 604-677-8080
158,Bar,13003,wk39b_8L0MnMqE63GMBHEg,good-co-bar-vancouver-3,Good Co. Bar,https://s3-media3.fl.yelpcdn.com/bphoto/G40x5NZMZh_qZa5BaQLfpw/o.jpg,False,https://www.yelp.com/biz/good-co-bar-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,32,3.0,,,
159,Bar,13003,aFm4iOC0eWboKz69KDg8hQ,lounge-at-caprice-vancouver,Lounge at Caprice,https://s3-media2.fl.yelpcdn.com/bphoto/iGUAupAmmteuBwMF21RFRg/o.jpg,False,https://www.yelp.com/biz/lounge-at-caprice-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.0,,16046853288.0,+1 604-685-3288
160,Bar,13003,-Du-w2KYMOI3K27MrLtMBA,granville-room-vancouver,Granville Room,https://s3-media1.fl.yelpcdn.com/bphoto/DwuX3_avbCyWT00FTk6Y0Q/o.jpg,False,https://www.yelp.com/biz/granville-room-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,82,3.0,$$,16046330056.0,+1 604-633-0056
162,Bar,13003,qPshlwn5auGWlT2LxyUwtA,chit-chat-burger-bar-vancouver,Chit Chat Burger Bar,https://s3-media3.fl.yelpcdn.com/bphoto/_EL3rwFjK6gUBRCyr_3SPA/o.jpg,False,https://www.yelp.com/biz/chit-chat-burger-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,16,3.0,,17789878083.0,+1 778-987-8083
164,Bar,13003,xl7TfBEcAMtUExMqWFKmJg,the-roxy-vancouver,The Roxy,https://s3-media3.fl.yelpcdn.com/bphoto/qAQuUVUqrMfGJpRfbtceAw/o.jpg,False,https://www.yelp.com/biz/the-roxy-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,120,3.5,$$,16043317999.0,+1 604-331-7999
167,Bar,13003,tUCAPBn2LrdWncH2MSqmlA,prost-haus-vancouver,Prost Haus,https://s3-media3.fl.yelpcdn.com/bphoto/j8LZJMivMFkpTPjf42tAhA/o.jpg,False,https://www.yelp.com/biz/prost-haus-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,10,3.0,,12363334391.0,+1 236-333-4391
169,Bar,13003,PIOjZSmhxq9IX-EMCOF0SA,dublin-calling-vancouver-3,Dublin Calling,https://s3-media4.fl.yelpcdn.com/bphoto/XK0yeemVa7IWMlrwXdHpVQ/o.jpg,False,https://www.yelp.com/biz/dublin-calling-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,40,2.5,$$,12368864729.0,+1 236-886-4729
172,Bar,13003,2bYlS2sXWTmqP5wDE1rILg,the-sportsbar-live-at-rogers-arena-vancouver,The Sportsbar LIVE! At Rogers Arena,https://s3-media3.fl.yelpcdn.com/bphoto/tIUSsMgdu3H-WJ-U-9LNew/o.jpg,False,https://www.yelp.com/biz/the-sportsbar-live-at-rogers-arena-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,23,3.5,$$,16048776787.0,+1 604-877-6787
175,Bar,13003,2kp3Qt9yMK3YI9rn2WfK4w,the-ventura-room-vancouver,The Ventura Room,https://s3-media1.fl.yelpcdn.com/bphoto/UicFtBw-N0LBeWR33LMwhA/o.jpg,False,https://www.yelp.com/biz/the-ventura-room-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,8,4.0,,16046205547.0,+1 604-620-5547
178,Bar,13003,suqB3S2tjRqg_4UR7Ji3cA,browns-socialhouse-qe-theatre-vancouver,Browns Socialhouse QE Theatre,https://s3-media1.fl.yelpcdn.com/bphoto/ibwttiKEKWFMe3ySSGTimg/o.jpg,False,https://www.yelp.com/biz/browns-socialhouse-qe-theatre-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,30,4.0,$$,16046205545.0,+1 604-620-5545
180,Bar,13003,PEgz1CAHlYL-xuUVo1D8Ow,shark-club-sports-bar-and-grill-vancouver,Shark Club Sports Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/HGl-pGDxdzW9CZ0ZaTOkmQ/o.jpg,False,https://www.yelp.com/biz/shark-club-sports-bar-and-grill-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,37,3.0,$$,16046874275.0,+1 604-687-4275
183,Bar,13003,AW0Gbc88vYe8h0Y4-tSZSw,moxies-vancouver-3,Moxies,https://s3-media1.fl.yelpcdn.com/bphoto/K85qCfEPdI-H2Hzy0zkj6g/o.jpg,False,https://www.yelp.com/biz/moxies-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,73,3.0,$$,16046874275.0,+1 604-687-4275
185,Bar,13003,bl3_oJaZIQc-L3ZLgSzEtg,moxies-vancouver,Moxies,https://s3-media3.fl.yelpcdn.com/bphoto/ddKXADOUdUVEsAgGElGQsg/o.jpg,False,https://www.yelp.com/biz/moxies-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,105,2.5,$$,16046848434.0,+1 604-684-8434
188,Bar,13003,C94-kFxcgmJGG6t1pLxDZQ,encore-suite-vancouver,Encore Suite,https://s3-media2.fl.yelpcdn.com/bphoto/2fDjkCUUIoHLahgcZ6Zbaw/o.jpg,False,https://www.yelp.com/biz/encore-suite-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.5,$$,,
190,Bar,13003,gS4qhjvrE-mNEo87cYS_Gw,the-pint-public-house-vancouver,The Pint Public House,https://s3-media4.fl.yelpcdn.com/bphoto/hf-FQ9y-KHVRZs153AVf1Q/o.jpg,False,https://www.yelp.com/biz/the-pint-public-house-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,268,3.0,$$,16046840258.0,+1 604-684-0258
193,Bar,13003,9GFCY3QeVkX2fIbOnT0i1g,el-furniture-warehouse-hastings-vancouver-2,El Furniture Warehouse - Hastings,https://s3-media2.fl.yelpcdn.com/bphoto/SLlXAxEKxDpGdBT-Ee1KGA/o.jpg,False,https://www.yelp.com/biz/el-furniture-warehouse-hastings-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,151,3.0,$,16045581560.0,+1 604-558-1560
196,Bar,13003,JMz8y1xj5JiUN1SH5WWBVg,frankies-italian-kitchen-vancouver,Frankie's Italian Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/8NCUWK6XLEPqNN_eZNOUjQ/o.jpg,False,https://www.yelp.com/biz/frankies-italian-kitchen-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,147,3.5,$$,16046886368.0,+1 604-688-6368
199,Bar,13003,JGZbGEKXmZ7OeqjYaGp4bw,the-magnet-vancouver,The Magnet,https://s3-media3.fl.yelpcdn.com/bphoto/ccWT5xZTuMFxY3nkTkLPVg/o.jpg,False,https://www.yelp.com/biz/the-magnet-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,14,4.5,,,
202,Bar,13003,K4NYaETajFc-rTxWlqKKyg,autostrada-vancouver-6,Autostrada,https://s3-media4.fl.yelpcdn.com/bphoto/DfTyTDVEdiBytlvfTfMfAw/o.jpg,False,https://www.yelp.com/biz/autostrada-vancouver-6?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,31,4.0,,16044289694.0,+1 604-428-9694
204,Bar,13003,31ftseRufszpWLykL6nOrQ,library-square-vancouver,Library Square,https://s3-media4.fl.yelpcdn.com/bphoto/M1uBjITPrdnWnzj0XlStUA/o.jpg,False,https://www.yelp.com/biz/library-square-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,203,2.5,$$,16046339644.0,+1 604-633-9644
207,Bar,13003,vXTo69v2bGEyuBdT0X1hrw,la-taqueria-pinche-taco-shop-vancouver-2,La Taqueria Pinche Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/tevD3sS3_E-uiw9NEdmrOA/o.jpg,False,https://www.yelp.com/biz/la-taqueria-pinche-taco-shop-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,514,4.5,$$,16045684406.0,+1 604-568-4406
209,Bar,13003,jVv2ZyBX-jIExB2GRKf4hw,chupito-vancouver,Chupito,https://s3-media3.fl.yelpcdn.com/bphoto/mNDUNZMgVWksk3AQ1NjVfQ/o.jpg,False,https://www.yelp.com/biz/chupito-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,8,3.5,,,
211,Bar,13003,Ev4OaNeVoq6UbKd8774dyA,district-bar-and-restaurant-vancouver,District Bar & Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/4U2P65Uyro3tMiIxAEAfwA/o.jpg,False,https://www.yelp.com/biz/district-bar-and-restaurant-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,90,4.0,$$,16043363578.0,+1 604-336-3578
214,Bar,13003,Pl3eS-erRZGU7U7mqpt3_Q,the-gpo-bar-vancouver,The GPO Bar,https://s3-media2.fl.yelpcdn.com/bphoto/IzQFDSE9vg7Ynjsgd4zS3Q/o.jpg,False,https://www.yelp.com/biz/the-gpo-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,3.5,,16045580400.0,+1 604-558-0400
216,Bar,13003,mmfVEllE8H9UYXX29yDIIg,the-cambie-vancouver,The Cambie,,False,https://www.yelp.com/biz/the-cambie-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,16046889158.0,+1 604-688-9158
219,Bar,13003,-Rx2Chkw-JYaA3PV4dGFqg,cambie-bar-and-grill-vancouver,Cambie Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/x8KOxEFBtwm7loyDyDT_sA/o.jpg,False,https://www.yelp.com/biz/cambie-bar-and-grill-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,169,3.0,$,16046846466.0,+1 604-684-6466
222,Bar,13003,WbXySUhibHC0CN-RMVkiSg,the-metropole-community-pub-vancouver-2,The Metropole Community Pub,https://s3-media2.fl.yelpcdn.com/bphoto/uXTAE9KlDg0CNtkrwPTvpA/o.jpg,False,https://www.yelp.com/biz/the-metropole-community-pub-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,65,3.5,$,16044085822.0,+1 604-408-5822
223,Bar,13003,UBw-zff1qqCqGxcbbBuBnA,greta-vancouver,Greta,https://s3-media1.fl.yelpcdn.com/bphoto/fOz7gEFh1lGZK-JH4SHzdg/o.jpg,False,https://www.yelp.com/biz/greta-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,10,4.0,$$,16044233081.0,+1 604-423-3081
226,Bar,13003,QstYU_fo1_47oeHb_JBoZA,sooda-korean-bbq-vancouver,Sooda Korean BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/xsz9DxQcLDIn3cL12k8_5Q/o.jpg,False,https://www.yelp.com/biz/sooda-korean-bbq-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,16044289227.0,+1 604-428-9227
229,Bar,13003,Yw0alCD7fdig3EbSnjaXjw,original-joes-restaurant-and-bar-vancouver-3,Original Joe's Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/vLAMLrTIP4ehprwjo_yJLQ/o.jpg,False,https://www.yelp.com/biz/original-joes-restaurant-and-bar-vancouver-3?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,69,3.0,$$,17783798410.0,+1 778-379-8410
231,Bar,13003,kHvHSJyoxibIWJdZQGwlaA,the-hart-vancouver,The Hart,https://s3-media3.fl.yelpcdn.com/bphoto/Y0XlF2LnPE9BOTcXXMy4uQ/o.jpg,False,https://www.yelp.com/biz/the-hart-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.5,,16044234278.0,+1 604-423-4278
232,Bar,13003,C1qAm45IGF6-kQTrCayZoA,west-hotel-and-bar-vancouver,West Hotel & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/Iyqee6vGys5KkSfY9K0WYA/o.jpg,False,https://www.yelp.com/biz/west-hotel-and-bar-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,4,5.0,$,,
234,Bar,13003,iq34B4GAuhYrb9FS1hI8wA,water-street-cafe-vancouver,Water Street Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/QJrlbdL5oHu375SNO0edMw/o.jpg,False,https://www.yelp.com/biz/water-street-cafe-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,299,3.5,$$,16046892832.0,+1 604-689-2832
237,Bar,13003,r-UGAU1-PsZ6HNZW237O-Q,salt-tasting-room-vancouver,Salt Tasting Room,https://s3-media1.fl.yelpcdn.com/bphoto/uaLW7DPQE79UoLN5GJEWvw/o.jpg,False,https://www.yelp.com/biz/salt-tasting-room-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,503,4.0,$$,16046331912.0,+1 604-633-1912
239,Bar,13003,2iVOBvqYsdjfjly4iYTswQ,the-railway-stage-and-beer-cafe-vancouver-4,The Railway Stage & Beer Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/IbIwCBr_SgjNkjKLh-ldNQ/o.jpg,False,https://www.yelp.com/biz/the-railway-stage-and-beer-cafe-vancouver-4?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,15,4.0,$$,16045641430.0,+1 604-564-1430
240,Bar,13003,UAYCq0BHeHLYGCEBslpj1g,hendricks-resto-lounge-vancouver,Hendricks Resto-Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/RLtrhtREVmJQRxBd201Ljw/o.jpg,False,https://www.yelp.com/biz/hendricks-resto-lounge-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,23,4.0,$$,16046472521.0,+1 604-647-2521
243,Bar,13003,n4y_jKEQLIQeDjHge9uJvw,pourhouse-restaurant-vancouver-2,Pourhouse Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/tkLtWWYUHutPXSyDtvWllw/o.jpg,False,https://www.yelp.com/biz/pourhouse-restaurant-vancouver-2?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,542,4.0,$$,16045687022.0,+1 604-568-7022
246,Bar,13003,VPqWLp9kMiZEbctCebIZUA,medina-cafe-vancouver,Medina Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/kbm-xNcM-VmN7-7cYSHFxw/o.jpg,False,https://www.yelp.com/biz/medina-cafe-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2545,4.0,$$,16048793114.0,+1 604-879-3114
249,Bar,13003,L96IIQu4qmt6ev0j-7FXWQ,clough-club-vancouver,Clough Club,https://s3-media2.fl.yelpcdn.com/bphoto/MWWKrNRe_wmAl4yJHRW8Aw/o.jpg,False,https://www.yelp.com/biz/clough-club-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,94,3.5,$$,16045581581.0,+1 604-558-1581
251,Bar,13003,xotJvqXcjsDSnbL993L5rg,gringo-vancouver,Gringo,https://s3-media1.fl.yelpcdn.com/bphoto/bMId8gqHwYbN4eMqsokcog/o.jpg,False,https://www.yelp.com/biz/gringo-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,281,4.5,$,16046730513.0,+1 604-673-0513
